Id,'Gas_Connection','Fireplace','Entrance_Hall','Kitchenette','Equipped',Garage_Type,'Furnished','Drainage','Telephone','Guest_Bathroom','BBQ_Area','Living_Room','Nearby_Parks','Solarium',Commercial_Use,Province,'Internal_Garden',Garages,'Electricity','Patio','Children_Playground',Type,Number_Bathrooms,'Green_Areas','Electric_Doorman',Construction_Area_m2,'Intercom','Near_Sea','Sauna','Cinema_Room','Cleaning_Service','Terrace',Construction_Area,'Sports_Area','Security_System',Location,'Water_Heater',Professional_Use,Match,'Club_House','Internal_Park','Laundry_Room','Nearby_Schools','Balcony','Attic','Oceanfront','Security_Guard',Natural_Light,'Swimming_Pool','Electric_Fence',Advertiser,'Air_Conditioning','Hall','Nearby_Shopping_Centers','Kitchen','Water','Basement','Independent_Bathroom','Walk_in_Closet',Age,Number_Floors,'Daily_Dining_Room','Grill','Closet',Publication_Date,'Internet','Sauna_Area',Bedrooms,Pets,'Kitchen_with_Cabinets','Service_Room','Garden','Storage_Room',Beach_Resort,'Cable','Gym','Jacuzzi','Independent_Entrance','Handicap_Access','Dining_Room','Office',Total_Area_m2,'Heating',District,'Daycare',Property_Condition,'Internet_Room','Service_Bathroom',Price
6878,1,0,Not specified,Not specified,0,Paralelas,0,0,1,Not specified,Not specified,Not specified,1,Not specified,No,Lima,Not specified,3,1,Not specified,Not specified,Casa,3,Not specified,1,180,1,1,0,Not specified,0,Not specified,180.00 m2,Not specified,1,SanMiguel-Lima,1,Si,0.0,Not specified,Not specified,Not specified,1,Not specified,Not specified,0,1,Muy luminoso,Not specified,1,HUAMAN CUYA, CHRISTIAN ALEXANDER,0,Not specified,1,Not specified,1,Not specified,Not specified,Not specified,3.0,2,Not specified,0,Not specified,Publicado el 17.09.19,1,Not specified,4,Si,1,Not specified,Not specified,Not specified,Nulo,1,Not specified,0,0,0,Not specified,Not specified,200,0,SanMiguel,Not specified,Bueno,Not specified,390000
6879,0,0,Not specified,0,0,NoTiene,0,1,1,1,Not specified,1,1,Not specified,Not specified,Lima,1,0,1,0,Not specified,Casa,5,Not specified,0,300,1,0,0,Not specified,0,1,300.00 m2,Not specified,0,SantiagoDeSurco-Lima,0,Not specified,0.0,Not specified,Not specified,1,1,0,0,0,0,Not specified,Not specified,0,Anamariainmobiliaria.com,0,1,1,1,1,1,0,0,3,3.0,1,0,0,Publicado el 08.09.19,1,Not specified,5+,Si,0,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,1,400,0,SantiagoDeSurco,Not specified,Not specified,Not specified,1,1190000
6880,1,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,1,Not specified,0,0,Not specified,Not specified,Lima,0,1,1,0,Not specified,Casa,5,Not specified,Not specified,303,Not specified,0,Not specified,Not specified,0,0,303.00 m2,Not specified,0,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,0,1,0,0,1,Luminoso,Not specified,Not specified,JP BIENES RAICES,Not specified,0,1,1,1,0,0,0,4,3.0,1,Not specified,0,Publicado el 08.09.19,1,Not specified,5+,Si,Not specified,1,Not specified,1,Nulo,1,Not specified,Not specified,0,0,1,0,303,Not specified,SantiagoDeSurco,Not specified,Muy bueno,Not specified,1,480000
6881,Not specified,0,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,3,Not specified,0,0,Casa,3,0,0,240,0,Not specified,0,0,Not specified,1,240.00 m2,0,Not specified,Miraflores-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,4,2.0,1,1,0,Publicado el 21.08.19,Not specified,0,3,Si,0,1,0,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,231,0,Miraflores,0,Muy bueno,0,1,568000
6882,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,1,Not specified,Not specified,Lima,Not specified,1,1,Not specified,Not specified,Casa,3,Not specified,Not specified,320,Not specified,1,Not specified,Not specified,0,Not specified,320.00 m2,Not specified,0,SanMiguel-Lima,Not specified,Not specified,0.0,Not specified,Not specified,Not specified,1,Not specified,Not specified,0,0,Not specified,Not specified,Not specified,ELENA AMAYA DE GALLO,Not specified,Not specified,1,Not specified,1,Not specified,Not specified,Not specified,4,3.0,Not specified,Not specified,Not specified,Publicado el 07.09.19,0,Not specified,4,Si,Not specified,Not specified,Not specified,Not specified,Nulo,0,Not specified,Not specified,0,0,Not specified,Not specified,160,Not specified,SanMiguel,Not specified,Not specified,Not specified,Not specified,220000
6883,0,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,0,0,0,1,0,0,Not specified,Lima,0,1,0,1,0,Casa de Playa en condominio,3,1,Not specified,226,Not specified,0,Not specified,0,0,1,226.00 m2,1,0,Lurin-Lima,Not specified,Not specified,0.0,0,0,1,0,0,0,1,1,Not specified,0,Not specified,GRUPO RENNER,Not specified,1,0,1,0,0,0,1,1,2.0,0,Not specified,0,Publicado el 14.09.19,0,0,3,Si,Not specified,0,1,0,Nulo,0,0,Not specified,0,0,1,0,228,Not specified,Lurin,0,Not specified,0,0,261000
6884,1,1,1,0,1,Paralelas,1,1,1,1,1,0,1,0,No,Lima,0,2,1,0,1,Casa de Playa,5,1,1,240,0,1,1,0,1,0,240.00 m2,1,1,Asia-Lima,1,No,0.0,0,0,0,0,1,0,1,1,Muy luminoso,0,1,VICTORIA,COSENTINO DE HARTOG ,0,0,1,1,1,0,0,0,6.0,2,1,1,0,Panamericana Sur Km 94.5 Club Playa Las Arenas Asia, Las Arenas, CaÃ±ete, Lima,1,-12.74719117,5+,No,1,1,1,-76.62184309,Las Arenas,1,1,0,0,1,1,0,240,0,Asia,335000
6885,Not specified,0,1,0,0,Paralelas,1,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,1,4,Not specified,1,0,Casa,5,0,0,500,0,Not specified,0,0,Not specified,1,500.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,1,2.0,1,1,0,Publicado el 20.08.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,1,0,Not specified,Not specified,1,0,1000,0,LaMolina,0,Muy bueno,0,1,1450000
6886,0,0,1,0,1,Paralelas,1,1,1,1,1,0,1,0,Not specified,Lima,0,5,1,0,1,Casa de Playa,5,1,1,311,1,1,0,1,1,0,311.00 m2,1,1,CerroAzul-Lima,1,Not specified,0.0,0,0,0,1,1,0,1,1,Muy luminoso,1,0,COCO VIDAL 992813236 / JULIO ULLOA 940170090 INMUEBLES,0,0,1,1,1,0,0,0,3,3.0,1,1,0,Publicado el 16.09.19,1,1,5+,Si,1,1,1,1,Las Palmeras,1,1,1,0,0,1,0,311,0,CerroAzul,0,Excelente,1,1,252999
6887,0,1,1,0,0,Not specified,0,1,0,1,1,0,0,0,No,Lima,0,4,1,0,0,Casa,4,1,0,417,0,0,0,0,0,0,417.00 m2,0,0,SantiagoDeSurco-Lima,1,No,0.0,0,0,0,1,0,0,0,0,Muy luminoso,1,0,CENTURY 21 Neoventura,0,0,1,1,1,0,0,0,4,2.0,1,1,0,Publicado el 17.09.19,0,0,5+,Si,1,1,0,0,Nulo,1,0,1,0,0,1,0,2800,0,SantiagoDeSurco,0,A Remodelar,0,1,3304000
6888,0,0,1,0,0,Paralelas,1,0,0,0,0,1,Not specified,0,Not specified,Lima,0,2,0,1,0,Casa de Playa,3,1,0,280,0,Not specified,0,0,0,1,280.00 m2,1,0,Asia-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,1,1,Not specified,1,0,1,0,0,5,1.0,0,1,0,Publicado el 26.08.19,0,0,4,Si,0,1,1,0,Palabritas,0,0,0,Not specified,Not specified,1,0,280,0,Asia,0,Muy bueno,0,1,750000
6889,0,0,Not specified,0,0,Not specified,0,1,0,0,Not specified,0,Not specified,Not specified,Not specified,Lima,0,3,1,0,Not specified,Casa,5,Not specified,0,414,1,Not specified,0,Not specified,0,0,414.00 m2,Not specified,0,SantiagoDeSurco-Lima,0,Not specified,0.0,Not specified,Not specified,0,Not specified,1,0,Not specified,0,Not specified,Not specified,0,FENIX INMOBILIARIA,0,0,Not specified,1,1,0,0,0,1,2.0,0,0,0,Publicado el 13.09.19,0,Not specified,5+,Si,1,0,Not specified,1,Nulo,0,Not specified,0,Not specified,Not specified,1,0,1384,0,SantiagoDeSurco,Not specified,Not specified,Not specified,0,1813000
6890,Not specified,Not specified,1,0,Not specified,Paralelas,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa,3,0,Not specified,240,Not specified,Not specified,Not specified,0,Not specified,1,240.00 m2,0,Not specified,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,3,3.0,1,Not specified,0,Publicado el 05.08.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,340,Not specified,LaMolina,0,A Remodelar,0,1,540000
6891,0,0,0,0,0,Paralelas,0,0,0,0,0,0,Not specified,0,Not specified,Lima,0,4,1,0,0,Casa de campo,5,1,0,250,0,Not specified,0,0,0,0,250.00 m2,0,0,Cieneguilla-Lima,0,Not specified,0.0,0,1,0,Not specified,0,0,Not specified,0,Not specified,1,0,CBR Inmobiliaria,0,1,Not specified,1,1,0,0,0,1,2.0,0,1,0,Publicado el 22.08.19,0,0,5+,Si,1,0,1,0,Nulo,0,0,0,Not specified,Not specified,1,0,1130,0,Cieneguilla,0,Not specified,0,0,390000
6892,0,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,1,Not specified,0,1,Not specified,Not specified,Lima,0,3,1,0,Not specified,Casa,2,Not specified,Not specified,300,Not specified,0,Not specified,Not specified,0,0,300.00 m2,Not specified,0,SanBorja-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,1,0,0,0,0,Muy luminoso,Not specified,Not specified,APV Inmobiliaria,Not specified,0,1,1,1,0,0,0,3,2.0,1,Not specified,0,Publicado el 04.07.19,0,Not specified,3,Si,Not specified,1,Not specified,0,Nulo,0,Not specified,Not specified,0,0,1,0,319,Not specified,SanBorja,Not specified,Muy bueno,Not specified,0,700000
6893,0,1,Not specified,0,0,Not specified,0,1,0,1,Not specified,0,0,Not specified,Not specified,Lima,0,1,0,0,Not specified,Casa,3,Not specified,0,130,0,0,0,Not specified,0,0,130.00 m2,Not specified,0,Lurigancho-Lima,0,Not specified,0.0,Not specified,Not specified,0,1,0,0,0,0,Luminoso,Not specified,0,No disponible,0,0,0,1,1,0,0,0,3,2.0,1,0,0,Publicado el 03.09.19,0,Not specified,4,Si,0,1,Not specified,1,Nulo,0,Not specified,0,0,0,1,0,1287,0,Lurigancho,Not specified,A Remodelar,Not specified,1,280000
6894,0,0,0,0,0,Not specified,1,0,0,1,1,0,0,0,Not specified,Lima,0,1,0,0,0,Casa,3,0,0,180,0,0,0,0,1,1,180.00 m2,0,0,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,0,1,1,0,0,0,Luminoso,0,0,CREAFUTURO INMOBILIARIA,0,1,1,1,1,0,0,0,2,3.0,0,0,1,Publicado el 26.08.19,1,0,4,Si,0,1,0,0,Nulo,0,0,0,0,0,1,0,60,0,SantiagoDeSurco,0,Muy bueno,0,1,295000
6895,1,0,Not specified,0,0,Paralelas,0,1,1,1,Not specified,0,1,Not specified,Not specified,Lima,0,4,1,0,Not specified,Casa,3,Not specified,0,300,1,0,0,Not specified,0,0,300.00 m2,Not specified,1,SantiagoDeSurco-Lima,1,Not specified,0.0,Not specified,Not specified,0,1,1,0,0,1,Muy luminoso,Not specified,0,CLC INMOBILIARIA,0,0,1,1,1,0,0,0,4,3.0,1,1,0,Publicado el 04.09.19,1,Not specified,5+,Si,1,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,0,300,0,SantiagoDeSurco,Not specified,A Remodelar,Not specified,1,590000
6896,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,Not specified,0,Not specified,Not specified,Not specified,Lima,0,1,Not specified,1,Not specified,Casa,4,Not specified,Not specified,193,Not specified,Not specified,Not specified,Not specified,Not specified,1,193.00 m2,Not specified,Not specified,SanBorja-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,1,2,3.0,0,Not specified,0,Publicado el 06.09.19,Not specified,Not specified,5+,Si,Not specified,1,Not specified,0,Nulo,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,90,Not specified,SanBorja,Not specified,Muy bueno,Not specified,1,297000
6897,0,0,Not specified,0,0,Not specified,0,0,0,0,Not specified,0,0,Not specified,Not specified,Lima,0,2,1,0,Not specified,Casa,4,Not specified,0,385,1,0,0,Not specified,0,0,385.00 m2,Not specified,0,MagdalenaDelMar-Lima,1,Not specified,0.0,Not specified,Not specified,0,0,0,0,0,1,Muy luminoso,Not specified,0,Luz Elena Galindo Estrada,0,0,1,1,1,0,0,0,2,3.0,0,0,0,Publicado el 17.09.19,1,Not specified,5+,Si,1,1,Not specified,1,Nulo,1,Not specified,0,0,0,0,0,385,0,MagdalenaDelMar,Not specified,Muy bueno,Not specified,0,760000
6898,Not specified,0,1,0,0,Paralelas,0,0,Not specified,1,0,0,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa,5,0,0,322,0,Not specified,1,0,Not specified,0,322.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,2,2.0,0,0,0,Publicado el 16.08.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,558,0,LaMolina,0,Bueno,0,1,720000
6899,0,0,1,0,0,Lineales,0,0,0,0,1,1,Not specified,0,Not specified,Lima,1,2,0,0,0,Casa de Playa,5,1,0,450,0,Not specified,0,0,0,1,450.00 m2,1,0,Asia-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,LIMA INMOBILIARIA,0,1,Not specified,1,0,0,0,1,2,3.0,1,1,0,Publicado el 17.09.19,0,0,4,Si,0,1,1,0,Not specified,0,0,0,Not specified,Not specified,1,0,220,0,Asia,0,Not specified,0,1,2028600
6900,Not specified,0,Not specified,0,0,Not specified,0,0,Not specified,1,Not specified,0,0,Not specified,Not specified,Lima,0,4,Not specified,0,Not specified,Casa,4,Not specified,1,335,1,1,0,Not specified,Not specified,0,335.00 m2,Not specified,Not specified,Chorrillos-Lima,0,Not specified,0.0,Not specified,Not specified,0,1,0,1,0,Not specified,Not specified,Not specified,0,RE/MAX MetrÃ³polis,0,0,1,1,Not specified,0,0,0,3,2.0,0,1,0,Publicado el 07.09.19,Not specified,Not specified,4,Si,1,1,Not specified,1,Nulo,Not specified,Not specified,0,0,0,1,0,832,0,Chorrillos,Not specified,Not specified,Not specified,1,645000
6901,Not specified,0,1,0,0,Not specified,0,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,1,3,Not specified,1,0,Casa,5,0,0,300,0,Not specified,0,0,Not specified,1,300.00 m2,0,Not specified,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,3,2.0,1,1,0,Publicado el 14.08.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,344,0,SantiagoDeSurco,0,Bueno,0,1,590000
6902,0,0,Not specified,0,0,Not specified,0,0,0,1,Not specified,0,1,Not specified,Not specified,Lima,0,1,0,0,Not specified,Casa,2,Not specified,0,243,0,0,0,Not specified,0,0,243.00 m2,Not specified,0,LaMolina-Lima,0,Not specified,0.0,Not specified,Not specified,0,0,0,0,0,1,Not specified,Not specified,0,KGR INMOBILIARIA,0,0,1,1,0,0,0,0,3,2.0,0,0,0,Publicado el 08.09.19,0,Not specified,4,Si,1,0,Not specified,0,Nulo,0,Not specified,0,0,0,1,0,160,0,LaMolina,Not specified,A Remodelar,Not specified,0,300000
6903,Not specified,0,1,0,0,Lineales,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,1,0,Casa,2,0,0,193,0,Not specified,0,0,Not specified,1,193.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,1,3.0,0,0,0,Publicado el 07.09.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,1,174,0,LaMolina,0,Bueno,0,1,348000
6904,0,Not specified,Not specified,Not specified,Not specified,Lineales,Not specified,Not specified,1,Not specified,Not specified,Not specified,1,Not specified,Not specified,Piura,Not specified,1,0,Not specified,Not specified,Casa,2,Not specified,Not specified,180,Not specified,0,Not specified,Not specified,1,Not specified,180.00 m2,Not specified,1,Castilla-Piura,Not specified,Not specified,0.0,Not specified,Not specified,Not specified,1,Not specified,Not specified,0,0,Luminoso,Not specified,Not specified,carlos guillermo,Not specified,Not specified,1,Not specified,1,Not specified,Not specified,Not specified,3,2.0,Not specified,Not specified,Not specified,Publicado el 18.09.19,0,Not specified,2,Si,Not specified,Not specified,Not specified,Not specified,Nulo,1,Not specified,Not specified,0,0,Not specified,Not specified,90,Not specified,Castilla,Not specified,Excelente,Not specified,Not specified,70000
6905,0,1,1,0,0,Paralelas,0,0,0,0,0,1,Not specified,0,Not specified,Lima,1,2,0,1,0,Casa en condominio,3,0,0,220,0,Not specified,0,0,0,1,220.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,0,0,No disponible,0,0,Not specified,1,0,0,0,1,1,2.0,1,1,0,Publicado el 25.08.19,0,0,3,Si,0,1,1,0,Nulo,0,0,1,Not specified,Not specified,1,1,240,0,LaMolina,0,Muy bueno,0,1,520000
6906,0,1,0,0,0,Not specified,0,0,0,1,1,0,1,0,Not specified,Lima,0,5,1,0,0,Casa de campo,5,1,0,600,0,0,0,0,0,0,600.00 m2,0,0,PuentePiedra-Lima,0,Not specified,0.0,0,0,0,1,1,0,0,0,Muy luminoso,0,0, Gina Davila Angosto,0,0,1,1,1,0,0,0,3,3.0,1,1,0,Publicado el 04.09.19,0,0,5+,Si,1,1,1,1,Nulo,0,0,0,0,0,1,0,2500,0,PuentePiedra,0,Excelente,0,1,2200000
6907,0,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,0,Not specified,0,Not specified,Not specified,Not specified,Lima,0,1,1,0,Not specified,Casa,2,Not specified,Not specified,230,Not specified,Not specified,Not specified,Not specified,0,0,230.00 m2,Not specified,0,JesusMaria-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,Not specified,0,0,Not specified,0,Not specified,Not specified,Not specified,Inmobiliaria EGP SAC,Not specified,1,Not specified,1,1,0,0,0,3,3.0,0,Not specified,0,Publicado el 02.09.19,0,Not specified,5+,Si,Not specified,0,Not specified,0,Nulo,0,Not specified,Not specified,Not specified,Not specified,1,0,140,Not specified,JesusMaria,Not specified,Bueno,Not specified,0,360000
6908,0,0,Not specified,0,0,Separadas,0,1,0,0,Not specified,0,1,Not specified,Not specified,Callao,0,1,1,0,Not specified,Casa,4,Not specified,1,250,0,0,0,Not specified,0,0,250.00 m2,Not specified,0,Bellavista-Callao,0,Si,0.0,Not specified,Not specified,0,1,0,0,0,0,Muy luminoso,Not specified,0,AURYN CORP - Grupo Inmobiliario,0,0,1,1,1,0,0,0,3,1.0,0,0,0,Publicado el 03.09.19,0,Not specified,4,Si,0,1,Not specified,0,Nulo,0,Not specified,0,0,0,1,0,240,0,Bellavista,Not specified,Remodelado,Not specified,1,290000
6909,Not specified,1,1,0,1,Not specified,1,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,1,5,Not specified,0,0,Casa,3,0,0,350,0,Not specified,0,0,Not specified,1,350.00 m2,0,Not specified,Chaclacayo-Lima,0,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,1,2.0,0,1,0,Publicado el 18.09.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,1050,0,Chaclacayo,0,Remodelado,0,1,600000
6910,0,1,0,0,0,Not specified,0,1,0,1,1,0,Not specified,0,Not specified,Lima,0,4,1,0,0,Casa de campo,4,1,0,222,1,Not specified,0,0,0,0,222.00 m2,0,1,Cieneguilla-Lima,1,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,0,Luminoso,1,0,No disponible,0,0,Not specified,1,1,0,0,0,1,1.0,1,1,0,Publicado el 16.09.19,0,0,4,Si,0,1,1,1,Nulo,0,0,0,Not specified,Not specified,1,0,1141,0,Cieneguilla,0,Muy bueno,0,1,470000
6911,Not specified,Not specified,1,0,Not specified,Lineales,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,5,Not specified,0,0,Casa,4,0,Not specified,487,Not specified,Not specified,Not specified,0,Not specified,1,487.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,3,2.0,1,Not specified,0,Publicado el 29.08.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,1016,Not specified,SantiagoDeSurco,0,Not specified,0,1,1300000
6912,0,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,1,1,Not specified,0,Not specified,Not specified,Not specified,Lima,0,1,1,0,Not specified,Casa,2,Not specified,Not specified,160,Not specified,Not specified,Not specified,Not specified,0,0,160.00 m2,Not specified,0,LaMolina-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,Not specified,0,0,Not specified,0,Not specified,Not specified,Not specified,APV Inmobiliaria,Not specified,0,Not specified,1,1,0,0,0,3,3.0,1,Not specified,0,Publicado el 26.07.19,1,Not specified,4,Si,Not specified,1,Not specified,0,Nulo,1,Not specified,Not specified,Not specified,Not specified,1,0,160,Not specified,LaMolina,Not specified,Not specified,Not specified,1,300000
6913,1,0,Not specified,0,0,Not specified,0,0,1,1,Not specified,0,1,Not specified,Not specified,Lima,0,5,1,0,Not specified,Casa,5,Not specified,0,542,1,0,0,Not specified,0,0,542.00 m2,Not specified,1,LaMolina-Lima,1,Not specified,0.0,Not specified,Not specified,0,1,1,1,0,1,Muy luminoso,Not specified,1,SANDRA K.,0,0,1,1,1,0,0,0,3,2.0,1,1,0,Publicado el 07.09.19,1,Not specified,5+,Si,1,1,Not specified,1,Nulo,1,Not specified,1,0,1,1,0,2000,0,LaMolina,Not specified,Not specified,Not specified,1,2800000
6914,0,1,Not specified,0,0,Not specified,0,1,1,1,Not specified,0,1,Not specified,Not specified,Lima,0,4,1,0,Not specified,Casa,5,Not specified,1,600,1,0,0,Not specified,0,0,600.00 m2,Not specified,1,SanBorja-Lima,1,Not specified,0.0,Not specified,Not specified,0,1,0,1,0,1,Not specified,Not specified,1,TALIDAS S.A.C,1,0,1,1,1,0,0,0,1,2.0,1,1,0,Publicado el 18.09.19,1,Not specified,5+,Si,1,1,Not specified,1,Nulo,1,Not specified,1,0,0,1,0,600,0,SanBorja,Not specified,Not specified,Not specified,1,1280000
6915,Not specified,1,0,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,3,Not specified,0,0,Casa en condominio,5,0,0,276,0,Not specified,0,0,Not specified,1,276.00 m2,0,Not specified,Chorrillos-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,1,1,Not specified,1,Not specified,0,0,1,2,2.0,0,0,0,Publicado el 05.09.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,237,0,Chorrillos,0,Remodelado,0,1,420000
6916,0,0,Not specified,0,0,Lineales,0,1,0,1,Not specified,0,1,Not specified,No,Lima,0,1,1,0,Not specified,Casa,3,Not specified,0,150,0,0,0,Not specified,0,0,150.00 m2,Not specified,0,LosOlivos-Lima,0,No,0.0,Not specified,Not specified,0,1,0,0,0,0,Muy luminoso,Not specified,0,ATIKO INMOBILIARIA,0,0,1,1,1,0,0,0,2,3.0,1,0,0,Publicado el 18.09.19,0,Not specified,5+,Si,1,0,Not specified,1,Nulo,0,Not specified,0,0,0,1,0,150,0,LosOlivos,Not specified,Excelente,Not specified,0,280000
